_b_tipo_prop,_c_tipo_oper,_d_prov_data,_e_partido_data,_f_localidad_data,_g_barrio_data,_h_dormi,_i_currency,_j_prop_price,_k_sup_prop,_l_old_prop,_m_dispo_prop,_n_bath_amount,_o_link_prop,_z_title
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,189000,104 m²,Frente,2,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-4-ambientes--7341777,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador a Rio,3,USD,265000,150 m²,1,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-libertador-a-rio-4-ambientes--5821395,"Casa en Venta en San Fernando Vias  /  Libertador a Rio, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,6,USD,720000,335 m²,2,,,https://www.argenprop.com/casa-en-venta-en-punta-chica-7-ambientes--7431015,"Casa en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,150000,55 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--7314359,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,220000,107 m²,15 años,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-3-ambientes--7757115,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,2,USD,385000,110 m²,13 años,Frente,2,https://www.argenprop.com/departamento-en-venta-en-punta-chica--7828946,"Departamento en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,2,USD,240000,55 m²,Frente,,,https://www.argenprop.com/departamento-en-venta-en-punta-chica-3-ambientes--7780920,"Departamento en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,98000,40 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando--6763947,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,155000,"55,53 m²",1,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6488078,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,3,USD,220000,178 m²,A Estrenar,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-centro-4-ambientes--7931665,"Casa en Venta en San Fernando Vias  /  Centro, San Fernando"
Local,Alquiler,Buenos Aires,San Fernando,Virreyes,,,$,35000,Via Pública,75 m2,pizzeria,,https://www.argenprop.com/local-en-alquiler-en-virreyes--7877510,"Local en Alquiler en Virreyes, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,140000,78 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--5788745,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,4,USD,320000,184 m²,60 años,2,Con dependencia,https://www.argenprop.com/casa-en-venta-en-punta-chica-6-ambientes--7757157,"Casa en Venta en Punta Chica, San Fernando"
Departamento,Alquiler,Buenos Aires,San Fernando,Victoria,,,$,15000,30 m²,1,,,https://www.argenprop.com/departamento-en-alquiler-en-victoria-1-ambiente--3439487,"Departamento en Alquiler en Victoria, San Fernando"
Ph,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,120000,50 m²,A Estrenar,Excelente,1,https://www.argenprop.com/ph-en-venta-en-san-fernando-2-ambientes--5443445,"Ph en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,120000,80 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--4956705,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,102000,46 m²,Apto Profesional,Contrafrente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7547167,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,2,USD,178000,74 m²,A Estrenar,Frente,2,https://www.argenprop.com/departamento-en-venta-en-victoria-barrio-centro-3-ambientes--5060707,"Departamento en Venta en Victoria Barrio Centro, Victoria"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,120000,50 m²,10 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--7815924,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Ph,Venta,Buenos Aires,San Fernando,San Fernando,,4,USD,175000,165 m²,Con terraza,1,,https://www.argenprop.com/ph-en-venta-en-san-fernando-5-ambientes--6686736,"Ph en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,55000,54 m²,28 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--6560803,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,Punta Chica Village,3,USD,340000,90 m²,Contrafrente,2,,https://www.argenprop.com/departamento-en-venta-en-punta-chica-village-4-ambientes--6234499,"Departamento en Venta en Punta Chica Village, Countries y Barrios Cerrados San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,94500,60 m²,A Estrenar,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-4-ambientes--7614334,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,5,USD,149000,150 m²,30 años,4,,https://www.argenprop.com/casa-en-venta-en-san-fernando-6-ambientes--5931929,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,3,USD,68000,3,,,,https://www.argenprop.com/departamento-en-venta-en-victoria-4-ambientes--6710310,"Departamento en Venta en Victoria, San Fernando"
Oficina,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,6000,,,,,https://www.argenprop.com/oficina-en-alquiler-en-san-fernando--6795950,"Oficina en Alquiler en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,Bahia Del Sol,6,USD,2500000,800 m²,15 años,8,,https://www.argenprop.com/casa-en-venta-en-bahia-del-sol--7617196,"Casa en Venta en Bahia Del Sol, Countries y Barrios Cerrados San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,2,USD,340000,102 m²,10 años,Contrafrente,3,https://www.argenprop.com/departamento-en-venta-en-punta-chica-3-ambientes--5783816,"Departamento en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,128000,44 m²,15 años,Apto profesional,Contrafrente,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--5804884,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,265000,140 m²,A Estrenar,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--5644185,"Casa en Venta en San Fernando, Buenos Aires"
Local,Venta,Buenos Aires,San Fernando,Victoria,,,USD,122000,,,,,https://www.argenprop.com/local-en-venta-en-victoria--6451617,"Local en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,75000,57 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-4-ambientes--5790375,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,240000,1,,,,https://www.argenprop.com/departamento-en-venta-en-victoria--6659312,"Departamento en Venta en Victoria, San Fernando"
Terreno,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,,USD,355000,,,,,https://www.argenprop.com/terreno-en-venta-en-punta-chica--6454559,"Terreno en Venta en Punta Chica, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,120000,45 m²,19 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6593978,"Departamento en Venta en San Fernando, Buenos Aires"
Local,Venta,Buenos Aires,San Fernando,Virreyes,,,USD,590000,,,,,https://www.argenprop.com/local-en-venta-en-virreyes--6451426,"Local en Venta en Virreyes, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,180000,1,,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-2-ambientes--6463835,"Casa en Venta en San Fernando, Buenos Aires"
Ph,Venta,Buenos Aires,San Fernando,Victoria,,,USD,150000,,,,,https://www.argenprop.com/ph-en-venta-en-victoria--7207429,"Ph en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Virreyes,,2,USD,99000,58 m²,50 años,Contrafrente,1,https://www.argenprop.com/departamento-en-venta-en-virreyes-3-ambientes--6869037,"Departamento en Venta en Virreyes, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,390000,95 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--5455383,"Departamento en Venta en Victoria, San Fernando"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,,$,45000,1,,,,https://www.argenprop.com/local-en-alquiler-en-san-fernando-vias-centro--7091960,"Local en Alquiler en San Fernando Vias  /  Centro, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,65000,45 m²,15 años,1,,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--7123825,"Departamento en Venta en Victoria, San Fernando"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Panamericana,,$,15000,15 m2,,,,https://www.argenprop.com/local-en-alquiler-en-san-fernando-vias-panamericana--7090535,"Local en Alquiler en San Fernando Vias  /  Panamericana, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,3,USD,280000,250 m²,25 años,3,,https://www.argenprop.com/casa-en-venta-en-victoria-barrio-centro-4-ambientes--6746092,"Casa en Venta en Victoria Barrio Centro, Victoria"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,160000,75 m²,A estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--6540045,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,Rincon Del Arca,4,USD,598000,250 m²,26 años,3,,https://www.argenprop.com/casa-en-venta-en-rincon-del-arca-5-ambientes--4522944,"Casa en Venta en Rincon Del Arca, Countries y Barrios Cerrados San Fernando"
Terreno,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,,USD,330000,"8,62 m",,,,https://www.argenprop.com/terreno-en-venta-en-victoria-barrio-centro--5788605,"Terreno en Venta en Victoria Barrio Centro, Victoria"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,,$,38000,209 m2,,,,https://www.argenprop.com/local-en-alquiler-en-san-fernando-vias-centro--6716080,"Local en Alquiler en San Fernando Vias  /  Centro, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,2,USD,345000,115 m²,8 años,1,,https://www.argenprop.com/casa-en-venta-en-victoria-barrio-centro-3-ambientes--6273618,"Casa en Venta en Victoria Barrio Centro, Victoria"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,115000,40 m²,8 años,Contrafrente,2,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6753572,"Departamento en Venta en San Fernando, Buenos Aires"
Galpon,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,700000,697 m²,,,,https://www.argenprop.com/galpon-en-venta-en-san-fernando--6777477,"Galpón en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,210000,3,,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--6626936,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,320000,3,,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--6626896,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,315000,135 m²,3,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-3-ambientes--6752840,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,5,USD,320000,5,,,,https://www.argenprop.com/casa-en-venta-en-victoria-6-ambientes--7090241,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,110000,1,,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6627008,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,135000,2,,,,https://www.argenprop.com/casa-en-venta-en-victoria-3-ambientes--6652192,"Casa en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,140000,2,,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-3-ambientes--7259652,"Casa en Venta en San Fernando, Buenos Aires"
Ph,Alquiler,Buenos Aires,San Fernando,Virreyes,,1,$,13000,1,,,,https://www.argenprop.com/ph-en-alquiler-en-virreyes-2-ambientes--7509872,"Ph en Alquiler en Virreyes, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,93000,1,,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7353430,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,165000,3,,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--7362689,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,150000,1,,,,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--7259692,"Departamento en Venta en Victoria, San Fernando"
Galpon,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,490000,Con agua corriente,,,,https://www.argenprop.com/galpon-en-venta-en-san-fernando--7513847,"Galpón en Venta en San Fernando, Buenos Aires"
Terreno,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,75000,,,,,https://www.argenprop.com/terreno-en-venta-en-san-fernando--7512493,"Terreno en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,115000,44 m²,10 años,1,,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--7508508,"Departamento en Venta en Victoria, San Fernando"
Terreno,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,430000,,,,,https://www.argenprop.com/terreno-en-venta-en-san-fernando--7402175,"Terreno en Venta en San Fernando, Buenos Aires"
Galpon,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,68000,275 m²,,,,https://www.argenprop.com/galpon-en-alquiler-en-san-fernando--7404710,"Galpón en Alquiler en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,125000,52 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--7365228,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Departamento,Alquiler,Buenos Aires,San Fernando,San Fernando,,1,$,20000,42 m²,Frente,1,,https://www.argenprop.com/departamento-en-alquiler-en-san-fernando-2-ambientes--6112704,"Departamento en Alquiler en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,140000,51 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--7365564,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,125000,80 m²,A Estrenar,Frente,2,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--6303578,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,185000,65 m²,6 años,Frente,2,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--6509606,"Departamento en Venta en Victoria, San Fernando"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,,$,18000,1,,,,https://www.argenprop.com/local-en-alquiler-en-san-fernando-vias-centro--7323649,"Local en Alquiler en San Fernando Vias  /  Centro, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,128000,71 m²,A Estrenar,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-3-ambientes--6512373,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,140000,71 m²,40 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-4-ambientes--6505634,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,4,USD,240000,173 m²,40 años,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-centro-4-ambientes--7342801,"Casa en Venta en San Fernando Vias  /  Centro, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,168000,65 m²,A estrenar,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--6062193,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,4,USD,210000,200 m²,A estrenar,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-5-ambientes--6674809,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Virreyes,,2,USD,100000,60 m²,A Estrenar,1,,https://www.argenprop.com/departamento-en-venta-en-virreyes-3-ambientes--7375184,"Departamento en Venta en Virreyes, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,2,USD,165000,65 m²,8 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-3-ambientes--7363084,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
